;NO;URAIAN PEKERJAAN;SATUAN;HARGA SATUAN;KETERANGAN;;;
;8.3.2.6;1 m' Box Culvert 150x150x100 dengan lantai kerja fc 7,5 Mpa ;m'; Rp5.175.125,00 ;0;0;;
;8.3.2.7;1 m' Box Culvert 200x200x100 dengan lantai kerja fc 7,5 Mpa ;m'; Rp5.967.191,00 ;0;0;;
;8.3.2.8;1 m' Box Culvert 300x300x100 dengan lantai kerja fc 7,5 Mpa ;m'; Rp6.955.955,00 ;0;0;;
;9;PEKERJAAN JARINGAN PIPA LUAR GEDUNG;;;0;0;;
;9.1 ;Pipa PVC;;;0;0;;
;9.1.1;Pemasangan Pipa PVC ;; Rp- ;0;0;;
;9.1.1.1;"Pemasangan 1 m Pipa PVC, DN. 2-1/2"" (65 mm)";m; Rp33.709,00 ;Revisi ;Perubahan Diameter (Dia.) jadi Diameter Nominal (DN);;
;9.1.1.2;"Pemasangan 1 m Pipa PVC, DN. 3"" (80 mm)";m; Rp51.716,00 ;Revisi;"Perubahan diameter 90mm menjadi DN. 3"" ( 80 MM)";;
;9.1.1.3;"Pemasangan 1 m Pipa PVC, DN. 4"" (100 mm)";m; Rp66.423,00 ;Revisi ;"Perubahan dia meter 110 cm menjadi DN. 4"" ( 100 mm)";;
;9.1.1.4;"Pemasangan 1 m Pipa PVC, DN. 6"" (150 mm)";m; Rp95.430,00 ;Revisi;"Perubahan dia meter 150 mm menjadi D. 6"" ( 150 mm)";;
;9.1.1.5;"Pemasangan 1 m Pipa PVC, DN. 8"" (200 mm)";m; Rp194.122,00 ;Revisi;Perubahan diameter (Dia.) jadi Diameter Nominal (DN);;
;9.1.1.6;"Pemasangan 1 m Pipa PVC, DN. 10"" (250 mm)";m; Rp375.135,00 ;Revisi;Perubahan diameter (Dia.) menjadi Diameter Nominal (DN);;
;9.1.1.7;"Pemasangan 1 m Pipa PVC, DN. 12"" (300 mm)";m; Rp403.518,00 ;Revisi;Peubahan diameter (dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.8;"Pemasangan 1 m Pipa PVC, DN. 16"" (400 mm)";m; Rp456.262,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.9;"Pemasangan 1 m Pipa PVC, DN. 18"" (450 mm)";m; Rp559.542,00 ;Revisi;Perubahan Diamter (Dia.) Menjadi Diameter Nominal );;
;9.1.1.10;"Pemasangan 1 m Pipa PVC, DN. 20"" (500 mm)";m; Rp624.801,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.11;"Pemasangan 1 m Pipa PVC, DN. 24"" (600 mm)";m; Rp688.616,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.12;"Pemasangan 1 m Pipa PVC, DN. 32"" (800 mm)";m; Rp909.155,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.13;"Pemasangan 1 m Pipa PVC, DN. 36"" (900 mm)";m; Rp956.852,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.14;"Pemasangan 1 m Pipa PVC, DN. 40"" (1000 mm)";m; Rp1.039.183,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.15;"Pemasangan 1 m Pipa PVC, DN. 44"" (1100 mm)";m; Rp1.132.412,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.16;"Pemasangan 1 m Pipa PVC, DN. 48"" (1200 mm)";m; Rp1.198.243,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.17;"Pemasangan 1 m Pipa PVC, DN. 1/2"" (15 mm)";m; Rp16.797,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.18;"Pemasangan 1 m Pipa PVC, DN. 3/4"" (20 mm)";m; Rp19.327,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.19;"Pemasangan 1 m Pipa PVC, DN. 1"" (25 mm)";m; Rp23.193,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.20;"Pemasangan 1 m Pipa PVC, DN. 1-1/4"" (32 mm)";m; Rp24.953,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.21;"Pemasangan 1 m Pipa PVC, DN. 1-1/2"" (40 mm)";m; Rp25.613,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.1.22;"Pemasangan 1 m Pipa PVC, DN. 2"" (50 mm)";m; Rp32.389,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2;Pemotongan Pipa PVC ;; Rp- ;0;0;;
;9.1.2.1;"Pemotongan 1 Buah Pipa PVC, DN. 2-1/2"" (65 mm)";buah; Rp1.094,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.2;"Pemotongan 1 Buah Pipa PVC, DN. 3"" (80 mm)";buah; Rp2.992,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.3;"Pemotongan 1 Buah Pipa PVC, DN. 4"" (100 mm)";buah; Rp4.730,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.4;"Pemotongan 1 Buah Pipa PVC, DN. 6"" (150 mm)";buah; Rp6.578,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.5;"Pemotongan 1 Buah Pipa PVC, DN. 8"" (200 mm)";buah; Rp17.704,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.6;"Pemotongan 1 Buah Pipa PVC, DN. 10"" (250 mm)";buah; Rp28.303,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.7;"Pemotongan 1 Buah Pipa PVC, DN. 12"" (300 mm)";buah; Rp34.056,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.8;"Pemotongan 1 Buah Pipa PVC, DN. 16"" (400 mm)";buah; Rp71.995,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.9;"Pemotongan 1 Buah Pipa PVC, DN. 18"" (450 mm)";buah; Rp91.014,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.10;"Pemotongan 1 Buah Pipa PVC, DN. 20"" (500 mm)";buah; Rp112.387,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.11;"Pemotongan 1 Buah Pipa PVC, DN. 24"" (600 mm)";buah; Rp135.085,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.12;"Pemotongan 1 Buah Pipa PVC, DN. 32"" (800 mm)";buah; Rp236.857,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.13;"Pemotongan 1 Buah Pipa PVC, DN. 36"" (900 mm)";buah; Rp248.132,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.14;"Pemotongan 1 Buah Pipa PVC, DN. 40"" (1000 mm)";buah; Rp279.642,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.15;"Pemotongan 1 Buah Pipa PVC, DN. 44"" (1100 mm)";buah; Rp310.893,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.1.2.16;"Pemotongan 1 Buah Pipa PVC, DN. 48"" (1200 mm)";buah; Rp342.182,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2;Pipa Galvanis ;; Rp- ;0;0;;
;9.2.1;Pemasangan Pipa Galvanis ;; Rp- ;0;0;;
;9.2.1.1;"Pemasangan 1 m Pipa Galvanis, DN. 2-1/2"" (65 mm)";m; Rp278.621,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.2;"Pemasangan 1 m Pipa Galvanis, DN. 4"" (100 mm)";m; Rp427.957,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.3;"Pemasangan 1 m Pipa Galvanis, DN. 5"" (125 mm)";m; Rp576.765,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.4;"Pemasangan 1 m Pipa Galvanis, DN. 6"" (150 mm)";m; Rp545.090,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.5;"Pemasangan 1 m Pipa Galvanis, DN. 8"" (200 mm)";m; Rp630.698,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.6;"Pemasangan 1 m Pipa Galvanis, DN.10"" (250 mm)";m; Rp720.842,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.7;"Pemasangan 1 m Pipa Galvanis, DN. 12"" (300 mm)";m; Rp774.922,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.8;"Pemasangan 1 m Pipa Galvanis, DN. 16"" (400 mm)";m; Rp928.054,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.9;"Pemasangan 1 m Pipa Galvanis, DN. 18"" (450 mm)";m; Rp377.542,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.10;"Pemasangan 1 m Pipa Galvanis, DN. 20"" (500 mm)";m; Rp1.062.581,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.11;"Pemasangan 1 m Pipa Galvanis, DN. 24"" (600 mm)";m; Rp1.085.409,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.12;"Pemasangan 1 m Pipa Galvanis, DN. 32"" (800 mm)";m; Rp1.348.400,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.13;"Pemasangan 1 m Pipa Galvanis, DN. 36"" (900 mm)";m; Rp1.493.034,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.14;"Pemasangan 1 m Pipa Galvanis, DN. 40"" (1000 mm)";m; Rp1.604.310,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.15;"Pemasangan 1 m Pipa Galvanis, DN. 44"" (1100 mm)";m; Rp1.734.854,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.16;"Pemasangan 1 m Pipa Galvanis, DN. 48"" (1200 mm)";m; Rp1.881.607,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.17;"Pemasangan 1 m Pipa Galvanis, DN. 1/2"" (15 mm)";m; Rp103.785,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.18;"Pemasangan 1 m Pipa Galvanis, DN. 3/4"" (20 mm)";m; Rp121.385,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.19;"Pemasangan 1 m Pipa Galvanis, DN. 1"" (25 mm)";m; Rp137.621,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.20;"Pemasangan 1 m Pipa Galvanis, DN. 1-1/4"" (32 mm)";m; Rp146.421,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.21;"Pemasangan 1 m Pipa Galvanis, DN. 1-1/2"" (40 mm)";m; Rp154.121,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.1.22;"Pemasangan 1 m Pipa Galvanis, DN. 2"" (50 mm)";m; Rp177.364,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2;Pemotongan Pipa Galvanis ;; Rp- ;0;0;;
;9.2.2.1;"Pemotongan 1 Buah Pipa Galvanis, DN. 2-1/2"" (65 mm)";buah; Rp4.455,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.2;"Pemotongan 1 Buah Pipa Galvanis, DN. 4"" (100 mm)";buah; Rp12.738,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.3;"Pemotongan 1 Buah Pipa Galvanis, DN. 5"" (125 mm)";buah; Rp19.932,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.4;"Pemotongan 1 Buah Pipa Galvanis, DN. 6"" (150 mm)";buah; Rp28.539,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.5;"Pemotongan 1 Buah Pipa Galvanis, DN. 8"" (200 mm)";buah; Rp73.397,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.6;"Pemotongan 1 Buah Pipa Galvanis, DN.10"" (250 mm)";buah; Rp102.289,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.7;"Pemotongan 1 Buah Pipa Galvanis, DN. 12"" (300 mm)";buah; Rp109.109,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.8;"Pemotongan 1 Buah Pipa Galvanis, DN. 16"" (400 mm)";buah; Rp160.853,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.9;"Pemotongan 1 Buah Pipa Galvanis, DN. 18"" (450 mm)";buah; Rp185.383,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.10;"Pemotongan 1 Buah Pipa Galvanis, DN. 20"" (500 mm)";buah; Rp206.327,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.11;"Pemotongan 1 Buah Pipa Galvanis, DN. 24"" (600 mm)";buah; Rp257.169,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.12;"Pemotongan 1 Buah Pipa Galvanis, DN. 32"" (800 mm)";buah; Rp346.566,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.13;"Pemotongan 1 Buah Pipa Galvanis, DN. 36"" (900 mm)";buah; Rp397.072,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.14;"Pemotongan 1 Buah Pipa Galvanis, DN. 40"" (1000 mm)";buah; Rp445.296,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.15;"Pemotongan 1 Buah Pipa Galvanis, DN. 44"" (1100 mm)";buah; Rp491.348,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.2.2.16;"Pemotongan 1 Buah Pipa Galvanis, DN. 48"" (1200 mm)";buah; Rp543.697,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3 ;Pipa HDPE/PE;; Rp- ;0;0;;
;9.3.1;Pemasangan Pipa HDPE ;;;;;;
;9.3.1.1;"Pemasangan 1 m Pipa HDPE, DN. 2-1/2"" (65 mm)";m; Rp36.978,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.2;"Pemasangan 1 m Pipa HDPE, DN. 4"" (100 mm)";m; Rp65.727,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.3;"Pemasangan 1 m Pipa HDPE, DN. 5"" (125 mm)";m; Rp75.775,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.4;"Pemasangan 1 m Pipa HDPE, DN. 6"" (150 mm)";m; Rp85.741,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.5;"Pemasangan 1 m Pipa HDPE, DN. 8"" (200 mm)";m; Rp106.311,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.6;"Pemasangan 1 m Pipa HDPE, DN.10"" (250 mm)";m; Rp123.366,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.7;"Pemasangan 1 m Pipa HDPE, DN. 12"" (300 mm)";m; Rp147.119,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.8;"Pemasangan 1 m Pipa HDPE, DN. 16"" (400 mm)";m; Rp191.665,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.9;"Pemasangan 1 m Pipa HDPE, DN. 18"" (450 mm)";m; Rp236.280,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.10;"Pemasangan 1 m Pipa HDPE, DN. 20"" (500 mm)";m; Rp278.660,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.11;"Pemasangan 1 m Pipa HDPE, DN. 24"" (600 mm)";m; Rp317.543,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.12;"Pemasangan 1 m Pipa HDPE, DN. 32"" (800 mm)";m; Rp438.519,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.13;"Pemasangan 1 m Pipa HDPE, DN. 36"" (900 mm)";m; Rp575.771,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.14;"Pemasangan 1 m Pipa HDPE, DN. 40"" (1000 mm)";m; Rp686.943,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.15;"Pemasangan 1 m Pipa HDPE, DN. 44"" (1100 mm)";m; Rp745.959,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.16;"Pemasangan 1 m Pipa HDPE, DN. 48"" (1200 mm)";m; Rp927.626,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.17;"Pemasangan 1 m Pipa HDPE, DN. 1/2"" (15 mm)";m; Rp18.914,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.18;"Pemasangan 1 m Pipa HDPE, DN. 3/4"" (20 mm)";m; Rp24.414,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.19;"Pemasangan 1 m Pipa HDPE, DN. 1"" (25 mm)";m; Rp29.073,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.20;"Pemasangan 1 m Pipa HDPE, DN. 1-1/4"" (32 mm)";m; Rp30.173,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.21;"Pemasangan 1 m Pipa HDPE, DN. 1-1/2"" (40 mm)";m; Rp31.273,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.1.22;"Pemasangan 1 m Pipa HDPE, DN. 2"" (50 mm)";m; Rp33.621,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2 ;Pemotogan Pipa HDPE ;;;;;;
;9.3.2.1;"Pemotongan 1 Buah Pipa HDPE, DN. 2-1/2"" (65 mm)";buah; Rp753,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.2;"Pemotongan 1 Buah Pipa HDPE, DN. 4"" (100 mm)";buah; Rp1.771,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.3;"Pemotongan 1 Buah Pipa HDPE, DN. 5"" (125 mm)";buah; Rp2.502,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.4;"Pemotongan 1 Buah Pipa HDPE, DN. 6"" (150 mm)";buah; Rp4.218,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.5;"Pemotongan 1 Buah Pipa HDPE, DN. 8"" (200 mm)";buah; Rp10.631,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.6;"Pemotongan 1 Buah Pipa HDPE, DN. 10"" (250 mm)";buah; Rp16.071,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.7;"Pemotongan 1 Buah Pipa HDPE, DN. 12"" (300 mm)";buah; Rp21.532,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.8;"Pemotongan 1 Buah Pipa HDPE, DN. 16"" (400 mm)";buah; Rp42.003,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.9;"Pemotongan 1 Buah Pipa HDPE, DN. 18"" (450 mm)";buah; Rp53.608,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.10;"Pemotongan 1 Buah Pipa HDPE, DN. 20"" (500 mm)";buah; Rp65.813,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.11;"Pemotongan 1 Buah Pipa HDPE, DN. 24"" (600 mm)";buah; Rp78.859,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.12;"Pemotongan 1 Buah Pipa HDPE, DN. 32"" (800 mm)";buah; Rp142.087,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.13;"Pemotongan 1 Buah Pipa HDPE, DN. 36"" (900 mm)";buah; Rp217.437,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.14;"Pemotongan 1 Buah Pipa HDPE, DN. 40"" (1000 mm)";buah; Rp267.619,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.15;"Pemotongan 1 Buah Pipa HDPE, DN. 44"" (1100 mm)";buah; Rp292.303,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.3.2.16;"Pemotongan 1 Buah Pipa HDPE, DN. 48"" (1200 mm)";buah; Rp382.118,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4;PIPA DCI (DUCTILE CAST IRON);; Rp- ;0;0;;
;9.4.1;Pemasangan Pipa DCI;;;;;;
;9.4.1.1;"Pemasangan 1 m Pipa DCI, DN. 4"" (100 mm)";m; Rp1.316.645,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.2;"Pemasangan 1 m Pipa DCI, DN. 5"" (125 mm)";m; Rp1.344.799,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.3;"Pemasangan 1 m Pipa DCI, DN. 6"" (150 mm)";m; Rp1.575.612,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.4;"Pemasangan 1 m Pipa DCI, DN. 8"" (200 mm)";m; Rp1.780.168,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.5;"Pemasangan 1 m Pipa DCI, DN. 10"" (250 mm)";m; Rp1.888.755,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.6;"Pemasangan 1 m Pipa DCI, DN. 12"" (300 mm)";m; Rp1.971.907,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.7;"Pemasangan 1 m Pipa DCI, DN. 16"" (400 mm)";m; Rp2.356.093,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.8;"Pemasangan 1 m Pipa DCI, DN. 18"" (450 mm)";m; Rp2.501.066,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.9;"Pemasangan 1 m Pipa DCI, DN. 20"" (500 mm)";m; Rp2.689.461,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.10;"Pemasangan 1 m Pipa DCI, DN. 24"" (600 mm)";m; Rp3.138.708,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.11;"Pemasangan 1 m Pipa DCI, DN. 32"" (800 mm)";m; Rp3.731.134,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.12;"Pemasangan 1 m Pipa DCI, DN. 36"" (900 mm)";m; Rp4.058.877,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.13;"Pemasangan 1 m Pipa DCI, DN. 40"" (1000 mm)";m; Rp4.490.919,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.14;"Pemasangan 1 m Pipa DCI, DN. 44"" (1100 mm)";m; Rp5.039.190,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.1.15;"Pemasangan 1 m Pipa DCI, DN. 48"" (1200 mm)";m; Rp2.630.622,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.2;Pemotongan Pipa PCI;;;;;;
;9.4.2.1;"Pemotongan 1 Buah Pipa DCI, DN. 4"" (100 mm)";buah; Rp11.939,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.2.2;"Pemotongan 1 Buah Pipa DCI, DN. 5"" (125 mm)";buah; Rp19.437,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.2.3;"Pemotongan 1 Buah Pipa DCI, DN. 6"" (150 mm)";buah; Rp28.252,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.2.4;"Pemotongan 1 Buah Pipa DCI, DN. 8"" (200 mm)";buah; Rp66.458,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.2.5;"Pemotongan 1 Buah Pipa DCI, DN. 10"" (250 mm)";buah; Rp86.744,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.2.6;"Pemotongan 1 Buah Pipa DCI, DN. 12"" (300 mm)";buah; Rp93.194,00 ;Revisi;Perubahan Diameter (Dia.) Menjadi Diameter Nominal (DN);;
;9.4.2.7;"Pemotongan 1 Buah Pipa DCI, DN. 16"" (400 mm)";buah; Rp167.211,00 ;Revisi;Perubahan Diameter (dia.) menjadi Diameter Nominal (DN) dan perubahan Peralatan ;;
;9.4.2.8;"Pemotongan 1 Buah Pipa DCI, DN. 18"" (450 mm)";buah; Rp200.876,00 ;Revisi;Perubahan Diameter (dia.) menjadi Diameter Nominal (DN) dan perubahan Peralatan ;;
